source,date,match_id,bout_num,map,team1,team2,team1_score,team2_score,winner,map_status,source_match_url,fetched_at
5e,2026-05-29,csgo_mc_2394317,1,Nuke,Alliance,Sharks,11,13,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394317,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394317,2,Anubis,Alliance,Sharks,13,16,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394317,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,csgo_mc_2394320,1,Ancient,FaZe,Sharks,13,9,FaZe,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394320,2026-06-01T09:27:40.610670+00:00
5e,2026-05-30,csgo_mc_2394320,2,Mirage,FaZe,Sharks,13,8,FaZe,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394320,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394196,1,Nuke,Heroic,NIP,7,13,NIP,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394196,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394196,2,Mirage,Heroic,NIP,9,13,NIP,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394196,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394930,1,Dust2,SemperFi,THUNDER dOWNUNDER,13,9,SemperFi,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394930,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394930,2,Nuke,SemperFi,THUNDER dOWNUNDER,13,10,SemperFi,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394930,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394198,1,Inferno,9z,Sharks,11,13,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394198,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394198,2,Overpass,9z,Sharks,16,13,9z,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394198,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394198,3,Nuke,9z,Sharks,11,13,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394198,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394931,1,Inferno,TYLOO,SemperFi,13,9,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394931,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394931,2,Mirage,TYLOO,SemperFi,13,7,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394931,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394931,3,Nuke,TYLOO,SemperFi,13,8,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394931,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394314,1,Inferno,Heroic,9z,14,16,9z,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394314,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394314,2,Overpass,Heroic,9z,16,12,Heroic,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394314,2026-06-01T09:27:40.610670+00:00
5e,2026-05-28,csgo_mc_2394314,3,Dust2,Heroic,9z,11,13,9z,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394314,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394316,1,Ancient,NIP,Sharks,13,7,NIP,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394316,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394316,2,Nuke,NIP,Sharks,13,5,NIP,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394316,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394938,1,Dust2,M80,Voca,13,5,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394938,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394938,2,Anubis,M80,Voca,16,14,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394938,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394938,3,Ancient,M80,Voca,3,13,Voca,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394938,2026-06-01T09:27:40.610670+00:00
5e,2026-05-29,csgo_mc_2394938,4,Mirage,M80,Voca,13,11,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394938,2026-06-01T09:27:40.610670+00:00
5e,2026-05-26,csgo_mc_2394929,1,Mirage,TYLOO,Kaleido,13,1,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394929,2026-06-01T09:27:40.610670+00:00
5e,2026-05-26,csgo_mc_2394929,2,Inferno,TYLOO,Kaleido,13,9,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394929,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394936,1,Ancient,M80,Iowa,13,5,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394936,2026-06-01T09:27:40.610670+00:00
5e,2026-05-27,csgo_mc_2394936,2,Mirage,M80,Iowa,13,11,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394936,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394685,1,Mirage,Gaimin Gladiators,Inner Circle,5,13,Inner Circle,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394685,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394685,2,Overpass,Gaimin Gladiators,Inner Circle,15,19,Inner Circle,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394685,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394226,1,Mirage,MIBR,Legacy,12,16,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394226,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394226,2,Inferno,MIBR,Legacy,5,13,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394226,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394688,1,Ancient,Sharks,FOKUS,13,8,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394688,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394688,2,Nuke,Sharks,FOKUS,8,13,FOKUS,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394688,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394688,3,Overpass,Sharks,FOKUS,11,13,FOKUS,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394688,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394689,1,Mirage,Inner Circle,Sharks,9,13,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394689,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394689,2,Anubis,Inner Circle,Sharks,13,4,Inner Circle,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394689,2026-06-01T09:27:40.610670+00:00
5e,2026-05-23,csgo_mc_2394689,3,Overpass,Inner Circle,Sharks,16,14,Inner Circle,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394689,2026-06-01T09:27:40.610670+00:00
5e,2026-05-24,csgo_mc_2394227,1,Overpass,MOUZ,MIBR,13,3,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394227,2026-06-01T09:27:40.610670+00:00
5e,2026-05-24,csgo_mc_2394227,2,Ancient,MOUZ,MIBR,13,1,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394227,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394211,1,Ancient,NRG,MOUZ,13,10,NRG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394211,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394211,2,Nuke,NRG,MOUZ,6,13,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394211,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394211,3,Mirage,NRG,MOUZ,9,13,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394211,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394213,1,Nuke,3DMAX,Liquid,11,13,Liquid,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394213,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394213,2,Dust2,3DMAX,Liquid,13,9,3DMAX,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394213,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394213,3,Inferno,3DMAX,Liquid,11,13,Liquid,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394213,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394214,1,Dust2,LVG,NIP,13,8,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394214,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394214,2,Nuke,LVG,NIP,9,13,NIP,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394214,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394214,3,Ancient,LVG,NIP,13,3,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394214,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394217,1,Mirage,Mongolz,Liquid,11,13,Liquid,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394217,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394217,2,Inferno,Mongolz,Liquid,13,7,Mongolz,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394217,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394217,3,Nuke,Mongolz,Liquid,13,9,Mongolz,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394217,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394215,1,Overpass,M80,MOUZ,3,13,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394215,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394215,2,Inferno,M80,MOUZ,13,10,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394215,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394215,3,Mirage,M80,MOUZ,2,13,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394215,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394218,1,Ancient,PARIVISION,LVG,13,9,PARIVISION,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394218,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394218,2,Dust2,PARIVISION,LVG,13,10,PARIVISION,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394218,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394216,1,Mirage,TYLOO,paiN,5,13,paiN,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394216,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394216,2,Nuke,TYLOO,paiN,13,8,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394216,2026-06-01T09:27:40.610670+00:00
5e,2026-05-21,csgo_mc_2394216,3,Overpass,TYLOO,paiN,6,13,paiN,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394216,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394221,1,Inferno,MIBR,B8,13,1,MIBR,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394221,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394221,2,Mirage,MIBR,B8,10,13,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394221,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394221,3,Ancient,MIBR,B8,13,2,MIBR,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394221,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394224,1,Overpass,B8,MOUZ,8,13,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394224,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394224,2,Ancient,B8,MOUZ,20,22,MOUZ,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394224,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394681,1,Mirage,Gaimin Gladiators,Acend,6,13,Acend,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394681,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394681,2,Overpass,Gaimin Gladiators,Acend,9,13,Acend,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394681,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394682,1,Anubis,Sharks,Betclic,13,9,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394682,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394682,2,Nuke,Sharks,Betclic,3,13,Betclic,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394682,2026-06-01T09:27:40.610670+00:00
5e,2026-05-22,csgo_mc_2394682,3,Ancient,Sharks,Betclic,13,7,Sharks,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394682,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394176,1,Ancient,Legacy,GL,9,13,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394176,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394176,2,Mirage,Legacy,GL,13,3,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394176,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394176,3,Inferno,Legacy,GL,6,13,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394176,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394175,1,Ancient,BB,NAVI,8,13,NAVI,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394175,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394175,2,Nuke,BB,NAVI,6,13,NAVI,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394175,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394271,1,Dust2,JJH,LVG,24,28,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394271,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394271,2,Ancient,JJH,LVG,6,13,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394271,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394271,3,Inferno,JJH,LVG,13,9,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394271,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394271,4,Anubis,JJH,LVG,10,13,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394271,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394177,1,Mirage,Legacy,BB,13,4,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394177,2026-06-01T09:27:40.610670+00:00
5e,2026-05-17,csgo_mc_2394177,2,Nuke,Legacy,BB,13,3,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394177,2026-06-01T09:27:40.610670+00:00
5e,2026-05-18,csgo_mc_2394178,1,Mirage,GL,NAVI,3,13,NAVI,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394178,2026-06-01T09:27:40.610670+00:00
5e,2026-05-18,csgo_mc_2394178,2,Anubis,GL,NAVI,9,13,NAVI,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394178,2026-06-01T09:27:40.610670+00:00
5e,2026-05-18,csgo_mc_2394178,3,Nuke,GL,NAVI,13,16,NAVI,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394178,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394203,1,Anubis,3DMAX,MIBR,9,13,MIBR,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394203,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394204,1,Dust2,PARIVISION,Liquid,13,9,PARIVISION,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394204,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394205,1,Ancient,Mongolz,LVG,13,3,Mongolz,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394205,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394206,1,Ancient,B8,NIP,13,9,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394206,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394200,1,Inferno,MOUZ,TYLOO,7,13,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394200,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394199,1,Nuke,Legacy,NRG,13,10,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394199,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394202,1,Mirage,paiN,M80,8,13,M80,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394202,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394209,1,Mirage,MIBR,PARIVISION,13,6,MIBR,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394209,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394209,2,Ancient,MIBR,PARIVISION,13,4,MIBR,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394209,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394210,1,Ancient,Mongolz,B8,11,13,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394210,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394210,2,Nuke,Mongolz,B8,13,11,Mongolz,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394210,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394210,3,Mirage,Mongolz,B8,9,13,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394210,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394208,1,Inferno,Falcons,M80,19,15,Falcons,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394208,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394208,2,Ancient,Falcons,M80,13,11,Falcons,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394208,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394207,1,Overpass,Legacy,TYLOO,19,16,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394207,2026-06-01T09:27:40.610670+00:00
5e,2026-05-20,csgo_mc_2394207,2,Ancient,Legacy,TYLOO,16,12,Legacy,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394207,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394263,1,Ancient,TYLOO,JJH,5,13,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394263,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394263,2,Inferno,TYLOO,JJH,2,13,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394263,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394264,1,Dust2,LVG,Kaleido,13,4,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394264,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394264,2,Ancient,LVG,Kaleido,13,5,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394264,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394266,1,Anubis,Haunted House,THUNDER dOWNUNDER,5,13,THUNDER dOWNUNDER,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394266,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394266,2,Dust2,Haunted House,THUNDER dOWNUNDER,19,17,Haunted House,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394266,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394266,3,Nuke,Haunted House,THUNDER dOWNUNDER,6,13,THUNDER dOWNUNDER,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394266,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394165,1,Ancient,B8,FUT,13,7,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394165,2026-06-01T09:27:40.610670+00:00
5e,2026-05-13,csgo_mc_2394165,2,Overpass,B8,FUT,13,11,B8,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394165,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394167,1,Mirage,SINNERS,Astralis,11,13,Astralis,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394167,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394167,2,Inferno,SINNERS,Astralis,8,13,Astralis,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394167,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394168,1,Mirage,GL,Liquid,13,9,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394168,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394168,2,Nuke,GL,Liquid,13,6,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394168,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394169,1,Dust2,BB,paiN,13,11,BB,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394169,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394169,2,Nuke,BB,paiN,6,13,paiN,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394169,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394169,3,Anubis,BB,paiN,13,5,BB,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394169,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394170,1,Mirage,B8,Vitality,5,13,Vitality,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394170,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394170,2,Dust2,B8,Vitality,8,13,Vitality,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394170,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394172,1,Mirage,GL,Astralis,13,3,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394172,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394172,2,Ancient,GL,Astralis,13,8,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394172,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394267,1,Overpass,TYLOO,5star,13,10,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394267,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394267,2,Anubis,TYLOO,5star,13,2,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394267,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394268,1,Anubis,Kaleido,THUNDER dOWNUNDER,5,13,THUNDER dOWNUNDER,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394268,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394268,2,Ancient,Kaleido,THUNDER dOWNUNDER,16,13,Kaleido,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394268,2026-06-01T09:27:40.610670+00:00
5e,2026-05-14,csgo_mc_2394268,3,Inferno,Kaleido,THUNDER dOWNUNDER,12,16,THUNDER dOWNUNDER,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394268,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394173,1,Overpass,paiN,GL,13,6,paiN,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394173,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394173,2,Nuke,paiN,GL,6,13,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394173,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394173,3,Inferno,paiN,GL,8,13,GL,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394173,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394269,1,Inferno,JJH,TYLOO,16,13,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394269,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394269,2,Ancient,JJH,TYLOO,13,6,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394269,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394270,1,Dust2,LVG,THUNDER dOWNUNDER,9,13,THUNDER dOWNUNDER,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394270,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394270,2,Nuke,LVG,THUNDER dOWNUNDER,13,10,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394270,2026-06-01T09:27:40.610670+00:00
5e,2026-05-16,csgo_mc_2394270,3,Inferno,LVG,THUNDER dOWNUNDER,13,5,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394270,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394243,1,Ancient,FlyQuest,JJH,8,13,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394243,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394243,2,Nuke,FlyQuest,JJH,13,3,FlyQuest,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394243,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394243,3,Mirage,FlyQuest,JJH,11,13,JJH,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394243,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394133,1,Inferno,Heroic,Gentle Mates,4,13,Gentle Mates,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394133,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394133,2,Mirage,Heroic,Gentle Mates,6,13,Gentle Mates,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394133,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394245,1,Nuke,TYLOO,Gz,13,5,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394245,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394245,2,Mirage,TYLOO,Gz,13,4,TYLOO,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394245,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394247,1,Dust2,LVG,AE,13,10,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394247,2026-06-01T09:27:40.610670+00:00
5e,2026-05-11,csgo_mc_2394247,2,Overpass,LVG,AE,13,7,LVG,completed,https://event.5eplay.com/csgo/match/csgo_mc_2394247,2026-06-01T09:27:40.610670+00:00
